Gene.refGene,score
GABBR1,0.340137363
WNT3,0.340137363
SLC19A3,0.340109368
SNX14,0.34
RANGAP1,0.34
UROS,0.339669855
STK39,0.339669855
CTNNB1,0.339483763
ALX1,0.339483763
RFC1,0.339483763
LRAT,0.339333088
FREM1,0.339065456
MAP3K7,0.339065456
GSS,0.338757571
PDHB,0.338203333
LAMC1,0.338203333
ZMPSTE24,0.338182055
RAB7A,0.338137127
DLX1,0.338137127
SLC7A11,0.338137127
PML,0.338113239
PCDH15,0.338113239
ITPR3,0.338113239
SYNDIG1,0.338113239
PLEC,0.337838261
KCNJ1,0.337838261
RTN2,0.337838261
RASSF1,0.337838261
MYL4,0.337838261
TAF15,0.337690204
ZNF804A,0.337690204
PCDH8,0.337690204
ANTXR2,0.337637386
BMP2,0.33735766
CRP,0.33735766
SIRT3,0.33735766
TAP1,0.337309414
PADI2,0.337309414
GABRG2,0.336893128
AMPD1,0.336893128
GRHL2,0.336893128
PLAUR,0.336893128
MUC4,0.336893128
RNF182,0.336893128
PEX5,0.33682418
NGFR,0.33682418
VEGFD,0.33682418
CLN5,0.336659344
GCM2,0.336659344
MYD88,0.336630055
GATM,0.336620484
PROS1,0.336608217
TAAR1,0.336608217
PCCA,0.336581874
AGT,0.336581874
SMARCE1,0.336274727
CYP4B1,0.336274727
ZNF816,0.336274727
HLCS,0.336071031
NSDHL,0.33598424
SLC25A4,0.335805874
MIR122,0.335805874
RP1L1,0.335714299
CYP2A13,0.335709514
CSH1,0.335709514
ATL1,0.335600886
MPO,0.335549454
AK1,0.335549454
CX3CL1,0.335549454
G6PC3,0.335526362
WNT10A,0.335347996
CHRM4,0.335347996
CLCN3,0.335347996
COQ8A,0.335240267
CHRND,0.335240267
BSND,0.335240267
ACTN2,0.335229798
DGCR14,0.335229798
KRT16,0.335197322
PDE6G,0.335197322
GHRHR,0.335164845
LCK,0.33516006
CCR5,0.33516006
CDKAL1,0.335155275
EHF,0.335155275
ADSL,0.33507327
NEUROG3,0.334793758
IDH2,0.334776705
PSAP,0.334739444
HCRT,0.334739444
SLC33A1,0.334706967
LAMC2,0.334706967
VMA21,0.334706967
TLR5,0.334706967
FLG,0.334615392
ALMS1,0.334610607
ALG2,0.334519031
SLCO1C1,0.334519031
COL8A2,0.334501979
PRLR,0.334430645
ADK,0.334430645
IDE,0.334430645
MST1,0.334430645
ACAD9,0.334238171
FXN,0.334238171
RD3,0.334157514
MBL2,0.334157514
FOXC1,0.334065938
CDK2,0.333974362
RPS24,0.333974362
FTO,0.333974362
FAH,0.333974362
RET,0.333967193
WAS,0.333967193
SLC12A3,0.333967193
G6PC,0.333967193
CDC73,0.333967193
CASK,0.333967193
IRF5,0.333967193
MAP2K7,0.333967193
MACROD2,0.333967193
ZNF592,0.333967193
SH3PXD2A,0.333967193
TAX1BP3,0.333967193
DNAJB13,0.333967193
RAB30,0.333967193
CD58,0.333882787
ADRA2A,0.333882787
PRPF31,0.333791211
ADAMTS2,0.333791211
RNASE3,0.333791211
PLEKHM1,0.333791211
LPAR1,0.333791211
TTF1,0.333791211
ARHGEF11,0.333791211
TSPAN18,0.333791211
HUWE1,0.333699636
SALL1,0.333699636
CASQ2,0.333699636
RGS2,0.333699636
NTNG1,0.333699636
CACNA1H,0.333699636
GAPDH,0.333699636
INSL3,0.33360806
SELE,0.33360806
ALRH,0.33360806
GSTA4,0.33360806
MEPE,0.33360806
AFF2,0.333516485
IL15,0.333516485
MIR16-1,0.333516485
MIR146A,0.333516485
GRPR,0.333516485
APAF1,0.333516485
FGG,0.333516485
SNAP29,0.333516485
NRGN,0.333516485
PYCARD,0.333516485
TUSC3,0.333516485
GSTA1,0.333516485
MT2A,0.333424909
RHOA,0.333424909
CKB,0.333424909
LRRC3B,0.333424909
RNF43,0.333424909
POU5F1,0.333424909
FXYD3,0.333424909
PLTP,0.333424909
CLDN7,0.333424909
GATA5,0.333424909
KRT83,0.332276466
IL12A,0.332276466
SLC52A1,0.332276466
RHBDF2,0.33146003
CLMP,0.33146003
TNFRSF1B,0.33146003
PITX1,0.331055991
PUS1,0.331055991
OPCML,0.331055991
GATA3,0.330845477
VPS13A,0.330845477
CHRNA5,0.330845477
SLC25A15,0.330554927
BVES,0.330554927
CYSLTR2,0.330554927
IL11RA,0.330554927
ABCC3,0.330554927
TXNDC5,0.330554927
ADAR,0.330025571
SOX2,0.330025571
METRNL,0.330025571
CFLAR,0.329490137
DUH1,0.329490137
TNFRSF11A,0.329440346
SUCLG1,0.329440346
ARNT2,0.329440346
ERBB2,0.329440346
UGT2B7,0.329440346
KMT2D,0.329354133
SLC1A1,0.329354133
POR,0.329354133
PCDH9,0.329354133
SP8,0.329354133
DNAI1,0.329157162
RUNX1,0.329157162
WDR73,0.329157162
MRPL44,0.329157162
NKX2-6,0.329157162
TRPM7,0.329157162
EWSR1,0.328502902
SPECC1L,0.328463807
ATP6AP2,0.328463807
DYM,0.327357722
EFHC1,0.327253115
POLR1D,0.327253115
PCNA,0.327253115
VLDLR,0.327147695
RPL35A,0.327147695
DPP6,0.327147695
HHIP,0.327147695
RYR1,0.326825529
PAX3,0.326825529
COL6A1,0.326825529
FLCN,0.325720128
OTC,0.325673436
ABCA3,0.325330028
IGHMBP2,0.325277724
EDNRB,0.325206818
ITGA6,0.325206818
CCR1,0.325206818
FAM111B,0.325206818
GYPC,0.325206818
HPT,0.325206818
CLRN1,0.325000555
D2HGDH,0.324836466
VPS11,0.324836466
VWF,0.324696808
MIR205,0.324696808
MIR155,0.324696808
MYCL,0.324696808
PRKCSH,0.324522225
ZNF469,0.32448588
NDUFA2,0.32448588
GJB1,0.324162439
LCAT,0.324006101
NIPA1,0.324006101
UQCRQ,0.324006101
ERCC3,0.323523695
FANCD2,0.323523695
TTBK2,0.323523695
ROBO4,0.323523695
ALPL,0.32314298
TWIST2,0.323068915
HBA2,0.323068915
GNAI3,0.323068915
CYP4V2,0.322953313
LEPR,0.322678586
TSNARE1,0.322538673
CACNG5,0.322538673
TUBB4A,0.322477352
COPG2,0.322477352
SLC16A2,0.322468952
LAMA2,0.322335178
OPN1SW,0.322259143
MMP1,0.322259143
RNF168,0.322259143
ZMYND10,0.322190637
CFL2,0.322190637
CRHR1,0.322101454
NMTC1,0.322101454
ALAD,0.321797223
CUX2,0.321797223
NTRK1,0.321684461
TCF7L2,0.321684461
TLR3,0.321494619
HOMER1,0.321494619
BCS1L,0.321425937
RSPH4A,0.321263743
CSPG5,0.321263743
FSTL1,0.321263743
TTR,0.321167589
SLC40A1,0.321030225
RBM28,0.320989016
IAPP,0.320989016
APOE,0.320957955
NECTIN4,0.320892862
RGS1,0.320892862
ST3GAL5,0.320876484
MAL,0.320876484
GJE1,0.320876484
TF,0.320755499
TK2,0.320686817
TNNT3,0.320480772
CRK,0.320480772
SLC29A1,0.320439563
CCKBR,0.320439563
SLC17A6,0.320439563
CD5,0.320439563
NAIP,0.320439563
NEDD4,0.320439563
SDHAF1,0.320384617
MKI67,0.320384617
SMARCB1,0.320274727
ATP10A,0.320274727
GCLM,0.320219781
APBB2,0.320219781
MCHR2,0.320219781
CHRDL1,0.320206045
MIR99A,0.320206045
SLC7A9,0.320060876
GNAL,0.320060876
RIMS2,0.320060876
ABHD5,0.319390437
MIF,0.319390437
MIR145,0.319390437
MCM9,0.319390437
DMD,0.318918947
UCHL1,0.318918947
AIRE,0.318918947
LRP6,0.318918947
TLL1,0.318918947
C1R,0.318918947
SOX17,0.318918947
CXCL3,0.318918947
HESX1,0.318310892
DDX3X,0.318310892
GLUL,0.317986941
LPAR6,0.317986941
EIF2AK3,0.317978415
ZEB1,0.317978415
DLC1,0.317564976
TFRC,0.317564976
BIRC7,0.317564976
BRCA1,0.317519188
SPRTN,0.317519188
ATCAY,0.317370721
AUH,0.317370721
MET,0.317314479
MPC1,0.317314479
PAX6,0.31680709
MEOX1,0.31680709
TPMT,0.31680709
EIF5A,0.31680709
WT1,0.3168044
DDR1,0.3168044
STRA6,0.316712856
NDUFS8,0.316712856
GJB3,0.316614351
CERS1,0.316614351
CRYAB,0.316426415
BSG,0.316426415
BRCA2,0.316033806
TCAP,0.316033806
EMD,0.316033806
SCNN1A,0.316033806
PTPRC,0.316033806
GLYCTK,0.316033806
TYR,0.315872044
ERVK-8,0.315872044
ACE,0.315731387
DCHS1,0.315731387
HBG2,0.315731387
PRKAA1,0.315731387
FANCM,0.31520824
DLX2,0.31520824
UGT1A,0.31520824
THRB,0.315063502
RPS6,0.315063502
STT3A,0.314979301
DUSP6,0.314979301
PRC1,0.314979301
KALRN,0.314979301
ETHE1,0.314935906
ENTPD1,0.314935906
TGDS,0.314917481
IL1RL1,0.314874415
RLN2,0.314874415
CADM1,0.314874415
GC,0.314874415
COL1A2,0.314844331
IFNGR1,0.314844331
GYS1,0.314433102
MEGF10,0.314433102
LHFPL5,0.314433102
FGF5,0.314433102
IL21,0.314433102
CTSH,0.314433102
ST6GALNAC2,0.314433102
INPP5D,0.314433102
SLC39A4,0.314417596
FADS1,0.314417596
SCN5A,0.314221645
CLN8,0.314221645
ALB,0.314221645
NUBPL,0.314221645
CEP152,0.314221645
CTCF,0.314221645
SLC25A26,0.314221645
IGF2BP2,0.314221645
FST,0.314221645
YEATS4,0.314221645
GALNT12,0.314221645
PCK2,0.314221645
PSORS3,0.314221645
FOXL2,0.3141714
E2F1,0.3141714
ZIC5,0.3141714
SYT2,0.3141714
AGXT,0.314100688
OBSL1,0.314100688
HEPACAM,0.314100688
XYLT1,0.314065938
SMN2,0.314065938
IRAK1,0.314065938
PTH,0.313619675
GNPTAB,0.313619675
VSNL1,0.313619675
RB1CC1,0.313470697
DLGAP2,0.313470697
BHMT2,0.313470697
HNP1,0.313470697
MCOLN1,0.312691166
TRPV3,0.312691166
LTBP3,0.312691166
GSN,0.312650373
ARL6,0.312650373
IRF7,0.312650373
INSM1,0.312650373
GRIN2C,0.312650373
AOX1,0.312650373
SLC20A2,0.312524382
JAM3,0.312524382
BIN1,0.312524382
ATXN2,0.312524382
P2RY11,0.312524382
GLI2,0.312524382
GABRB1,0.312524382
ITGA4,0.312524382
NFKB1,0.312524382
CHRNB4,0.312524382
GMNN,0.312524382
P2RY12,0.312447589
OPTN,0.312447589
ATP6V1B2,0.312447589
SIX1,0.312447589
FRMD7,0.312447589
MN1,0.312447589
HARS2,0.312447589
EPHX2,0.312447589
CHDS4,0.312447589
NGF,0.312439563
FGF2,0.312439563
AFA,0.312439563
PRPH2,0.312226772
LMOD3,0.312226772
ADGRL3,0.312226772
SRRT,0.312226772
COMP,0.31221052
FOXP3,0.31221052
SI,0.31221052
NDUFS1,0.31221052
KCNAB2,0.31221052
COQ6,0.31221052
ICAM5,0.31221052
MMP9,0.311628568
FANCL,0.311628568
SOX5,0.311628568
PGAM2,0.311012572
CRYBB1,0.311012572
ACTG1,0.311012572
RAPGEF6,0.311012572
CLCN5,0.31041209
ZNF674,0.31041209
CEACAM1,0.31041209
PMM2,0.310381191
SYNGAP1,0.310381191
TUBB1,0.310381191
ANKRD11,0.310381191
HINT1,0.310155215
SYP,0.310155215
HTR2B,0.310155215
GADL1,0.310155215
LRP2,0.309815913
HTR4,0.309815913
ZNF569,0.309815913
RPS6KA3,0.308933575
OPRM1,0.308933575
TNNI3,0.308933575
S100B,0.308933575
ORMDL3,0.308933575
DCC,0.308933575
VNN1,0.308933575
AIS1,0.308933575
GH1,0.30874391
HPS5,0.30874391
ADAMTS9,0.30874391
CENPF,0.30874391
SLC5A8,0.30874391
AKR1C1,0.30874391
XYLT2,0.308706507
PHF3,0.308706507
VSX2,0.30858475
AKR1B10,0.30858475
ZMYM2,0.30858475
ERVW-1,0.30858475
DBN1,0.30858475
TIAM2,0.30858475
PPARGC1A,0.308381915
DSC3,0.308381915
C2CD3,0.308381915
IL33,0.308381915
CST6,0.308381915
INHBA,0.308381915
CXCL10,0.308381915
GNE,0.308365542
TNFRSF13B,0.308365542
SUMO1,0.308365542
STRC,0.308365542
GGH,0.308365542
SIN3A,0.308234626
TNFAIP3,0.307698688
GSTO2,0.307663639
IRF8,0.307528569
HSPA1A,0.307528569
PTHLH,0.307514115
FAM89A,0.307514115
GSM1,0.307514115
CC2D2A,0.307450416
MERTK,0.30736677
DLG4,0.30736677
SLC3A1,0.307288735
ACADVL,0.307288735
STAT5B,0.307288735
OSTM1,0.307288735
ILDR1,0.307288735
ISCU,0.307288735
LAMC3,0.307288735
HMGA2,0.307288735
ITGA2,0.307288735
MIR382,0.307288735
AMHR2,0.306910868
ADORA3,0.306910868
SERPINA3,0.306910868
SDPR,0.306910868
MDK,0.30686775
PENK,0.30686775
PROX1,0.306841752
PPARGC1B,0.30681388
SPG41,0.30615982
SUZ12,0.306049181
CLLS2,0.306049181
PTCH2,0.305971719
ITGA5,0.305971719
PCCB,0.305644269
TYMP,0.305589583
TNNI2,0.305589583
PNPLA6,0.305589583
CYCS,0.305589583
EXOSC3,0.305589583
GNS,0.305589583
QARS,0.305589583
LAMTOR2,0.305589583
SYT14,0.305589583
NRCAM,0.305589583
RAB18,0.305589583
NDEL1,0.305589583
GPR183,0.305589583
TCF4,0.305405566
TREX1,0.305405566
SP1,0.305405566
CCBE1,0.305302883
TMC1,0.305242525
P4HB,0.305198931
MRPS16,0.305198931
DNM1L,0.305198931
DNASE1,0.305198931
SETD2,0.305198931
H3F3A,0.305198931
ELAVL2,0.305198931
BIRC2,0.305147119
VCP,0.304858703
ORC4,0.304858703
NR1H4,0.304793363
CFH,0.304774962
SLC11A2,0.304774962
PRPF6,0.304645833
KLF1,0.304645833
HYDIN,0.304645833
CHST8,0.304645833
RPL5,0.304645833
TOMM40,0.304645833
CCL19,0.304597665
FSHR,0.304592226
PHF8,0.304592226
DCXR,0.304592226
ADAT3,0.304592226
PTGDS,0.304592226
HPS4,0.304592226
ARHGAP1,0.304592226
SEMA4A,0.304572087
PAK6,0.304322938
MIR200C,0.30429736
KRT9,0.304252882
FHL1,0.304252882
SND1,0.303969183
VPS13B,0.303891963
MED13L,0.303891963
MRPL3,0.303694456
PGD,0.303668878
ZNF750,0.303571029
PRKCB,0.303571029
KBTBD13,0.303538692
TARDBP,0.303432176
DES,0.303432176
PCBD1,0.303430551
CRTAP,0.303430551
DNAJC6,0.303430551
ELANE,0.303423318
VHL,0.303395154
EXT2,0.303395154
PRRT2,0.303395154
CLCN7,0.303395154
IFRD1,0.303395154
DFNA47,0.303395154
PON3,0.303366831
LIPC,0.303366831
CD8A,0.303319534
ACY1,0.303319534
SLX4,0.303319534
MOG,0.303319534
NDUFAF4,0.303319534
MSRB1,0.303319534
LILRA1,0.303319534
MCCC2,0.303296721
SCP2,0.303256787
LYZ,0.303231209
ADARB1,0.303231209
PRDM16,0.303159358
SLC26A5,0.303145003
TMEM70,0.303021995
DICER1,0.30286443
USB1,0.30286443
PKHD1,0.302850892
SIM1,0.302850892
EYS,0.302850892
LCN2,0.302850892
SULT1A1,0.302850892
DDAH2,0.302844697
RARS,0.302819119
HCN1,0.302795983
NUTM1,0.302795983
IL7R,0.302747268
CDT1,0.302685776
TNFSF10,0.302685776
SLC22A3,0.302685776
BRF1,0.302681755
CLIC2,0.302658619
GDF10,0.302658619
NTRK3,0.302573559
GCNT2,0.302573559
RSPO1,0.30256997
SLC12A6,0.302517667
GMPPB,0.302472541
PTK2,0.302465363
DRD3,0.302439785
CYB5A,0.302439785
CYP7A1,0.302307232
F3,0.302307232
KANK2,0.302190637
SCARB2,0.302147802
MTOR,0.302060451
SLC17A5,0.302049684
ALG9,0.302012271
DAOA-AS1,0.302012271
PHKA2,0.301991769
PTPN2,0.301991769
HYAL1,0.301986108
DPP10,0.301986108
GNAT3,0.301986108
S100A8,0.301923087
CAMKK2,0.301923087
GDF9,0.301890331
ITGA8,0.301778546
RORA,0.301778546
CTRC,0.301769346
ITGB2,0.301760649
PNPT1,0.301752968
MTCH2,0.301752968
LARS2,0.301752968
GRM6,0.301717042
EMG1,0.301701384
TFAP2A,0.301701384
SELENOP,0.301701384
DEFA5,0.301701384
TBL1XR1,0.301701384
IFNA10,0.301701384
CRKL,0.301648361
MAP3K1,0.301648361
CXCR2,0.301648361
PDE4A,0.301641183
FH,0.301634066
LRPPRC,0.301634066
BMPER,0.301634066
EARS2,0.301634066
CAMTA1,0.301634066
DOCK1,0.301634066
SHFM2,0.301615604
RSPRY1,0.301510997
PLEKHG4,0.30150382
MARK2,0.30150382
NAMPT,0.301478241
BMI1,0.301478241
ASMT,0.301478241
HRG,0.301438727
TECR,0.301438727
DYSF,0.301429874
PAX4,0.301429874
COMT,0.301429874
IL12RB1,0.301429874
PRPF4,0.301429874
MRE11,0.301429874
MLLT10,0.301429874
MIR93,0.301429874
PRDM2,0.301429874
HNRNPA2B1,0.301429874
EHMT1,0.301425937
ATP1A1,0.301373634
KLF5,0.301366456
TERF2IP,0.301366456
MIR30A,0.301340878
CASR,0.301338342
SH3TC2,0.301322639
FBXO32,0.301322639
SLC30A4,0.301236271
ALG3,0.301236271
SHOC2,0.301233878
HCRTR1,0.301233878
TBX1,0.301209001
PLXND1,0.301209001
SLC12A2,0.301203514
IL19,0.301203514
RGS9,0.301151211
SIRT1,0.301098907
NQO1,0.301098907
ALDH1A1,0.301098907
CAMKMT,0.301098907
NOTCH4,0.301098907
SDCCAG8,0.300961544
MAGEL2,0.300961544
CADPS2,0.300961544
MT3,0.300961544
IL1A,0.300961544
ALOX15,0.300961544
SARDH,0.300945166
GUCY2C,0.300913363
SELL,0.300913363
FGF3,0.300892862
NUTM2B,0.30082418
BLOC1S3,0.30082418
TH,0.30082418
BDKRB2,0.30082418
IGAN1,0.30082418
JAKMIP1,0.30082418
PPIB,0.300755499
RAB28,0.300751619
CASC1,0.300751619
GJD2,0.300751619
PTPN3,0.300751619
PTPN6,0.300751619
NRROS,0.300751619
SPTA1,0.300686817
LMBR1,0.300686817
DNMT3B,0.300686817
IFNA2,0.300686817
TFAM,0.300686817
TLR1,0.300686817
CHRM1,0.300686817
PTPRZ1,0.300686817
MCC,0.300686817
HDAC1,0.300686817
AP3M1,0.300686817
ECA1,0.300686817
HHAT,0.300686817
ABCB5,0.300686817
EVC,0.300658871
TFB1M,0.300618135
LCE3C,0.300618135
SIX3,0.300549454
FHIT,0.300549454
BCL2L1,0.300549454
IL3,0.300549454
SLC51B,0.300549454
GRIN3A,0.300549454
TBR1,0.300549454
VSX1,0.300540722
SPINK5,0.300540722
C7,0.300540722
SCARF2,0.300540722
AMMECR1,0.300540722
NEXN,0.300540722
CYP2S1,0.300540722
TERC,0.300536398
SORL1,0.30041209
EGR4,0.30041209
PTCHD1,0.30041209
ENTPD2,0.30041209
GKN1,0.30041209
UCN,0.30041209
ERDA1,0.30041209
AP4M1,0.30041209
TNFSF4,0.30041209
RRM1,0.30041209
PSCA,0.30041209
ALOX5AP,0.30041209
MUC1,0.30041209
SNCG,0.30041209
ETV4,0.30041209
CHIT1,0.30041209
MYB,0.30041209
SETBP1,0.300394737
KRT81,0.300394737
FAAH,0.300394737
CDNF,0.300394737
SHROOM4,0.300381273
REV3L,0.300381273
KYNU,0.300377749
IL1R1,0.300377749
DSCAML1,0.300377749
RP2,0.300343408
NOP10,0.300274727
PRKCH,0.300274727
DLG2,0.300274727
PGBD1,0.300274727
EAF2,0.300274727
KMT2E,0.300274727
HAND2,0.300274727
CXCR3,0.300274727
RXRA,0.300274727
NCOR2,0.300274727
CD48,0.300274727
CD2,0.300274727
DEL11P13,0.300274727
C2CD4A,0.300274727
VRK2,0.300274727
COPD,0.300274727
MTAP,0.300274727
KRT7,0.300274727
HLA-G,0.300274727
HTR3A,0.300274727
MX1,0.300274727
DSG4,0.300274727
ITPA,0.300274727
IGFBP5,0.300274727
ACKR1,0.300274727
SAA1,0.300274727
ANXA11,0.300274727
SLC1A6,0.300274727
FABP7,0.300274727
TAGAP,0.300274727
SELENBP1,0.300274727
NCR3,0.300274727
VDR,0.300261151
GAMT,0.300162989
MMACHC,0.300162989
TGM5,0.300162989
CD40,0.300162989
EDN1,0.300162989
MC5R,0.300162989
SLC9A9,0.300162989
ABCA7,0.300137363
GLI1,0.300137363
GNRH1,0.300137363
DSCAM,0.300137363
GPM6A,0.300137363
MPZL1,0.300137363
FABP3,0.300137363
GRIN2D,0.300137363
BHMT,0.300137363
APOL2,0.300137363
DAPK1,0.300137363
NCOA1,0.300137363
MLXIPL,0.300137363
PKM,0.300137363
S100A7,0.300137363
IBD2,0.300137363
AUTS1,0.300137363
DNAI2,0.300137363
UBE2T,0.300137363
MIR221,0.300137363
DEFB4A,0.300137363
MYO1A,0.300137363
CHD8,0.300137363
SLC7A5,0.300137363
YWHAZ,0.300137363
CACNA2D1,0.300137363
ELMOD2,0.300137363
PTPRG,0.300137363
SLC6A18,0.300137363
ITIH1,0.300137363
ZNF74,0.300137363
GLS,0.300137363
FBXL21,0.300137363
HOXA10,0.300137363
SSTR1,0.300137363
CDH2,0.300137363
RAMP2,0.300137363
DFNA5,0.300137363
MCM2,0.300137363
ABCA13,0.300137363
DIO2,0.300137363
TRIB3,0.300137363
ICOSLG,0.300137363
CAMK2A,0.300137363
YAP1,0.300137363
CLTC,0.300137363
MFGE8,0.300137363
MYBL1,0.300137363
MYO1E,0.300137363
CCNA1,0.300137363
LRIG2,0.300137363
NR1I3,0.300137363
CD86,0.300137363
THMA,0.300137363
C8orf37,0.300137363
DGKK,0.300137363
RPS15,0.300137363
WRAP53,0.300137363
WEE1,0.300137363
CFP,0.300051897
CPAT1,0.300051897
TBX21,0.30000074
TSPAN8,0.3
TOPBP1,0.3
GIN1,0.3
PDR,0.3
RBFOX1,0.3
POLR3B,0.3
KCNJ11,0.299995037
ASL,0.299880766
DIAPH2,0.299880766
NLRP3,0.299843304
LIG4,0.29967838
NANS,0.29967838
KIF11,0.298770266
GRHL3,0.298770266
IGF2R,0.298514384
HTR5A,0.298514384
KRT10,0.298430691
SBDS,0.298430691
GATA2,0.298430691
RAC2,0.298430691
TECTA,0.298430691
SYN1,0.298430691
BCKDK,0.298430691
TUBB3,0.298430691
CHRNE,0.298430691
PAX9,0.298430691
GABRA2,0.298430691
TMC8,0.298430691
GALE,0.298430691
PPP2R2B,0.298430691
RIN2,0.298430691
TTC19,0.298430691
ARMC4,0.298430691
PITPNM3,0.298430691
RHAG,0.298430691
SLC18A2,0.298430691
ACSL4,0.298430691
NDUFS2,0.298430691
HGFAC,0.298430691
TCTN3,0.298430691
HDAC6,0.298430691
RAB32,0.298430691
PARK10,0.298430691
MBD2,0.298430691
SPOP,0.298430691
CDB2,0.298430691
SLC6A13,0.298430691
AAGAB,0.298430691
TNDM,0.298430691
VAV1,0.298430691
LSS,0.298430691
TUBGCP4,0.298430691
PTPRF,0.298430691
PTPRK,0.298430691
HAGH,0.298430691
ACAA1,0.298430691
H1F0,0.298430691
ASPG,0.298430691
LAIR1,0.298430691
HOXA5,0.298430691
GLM4,0.298430691
KCNK18,0.298430691
OR8S1,0.298430691
NOCT,0.298430691
FBLN2,0.298430691
GYS2,0.29839588
DUX4,0.298365206
ATXN8OS,0.298301963
HTR3E,0.298301963
RBM10,0.298204474
LMNB2,0.298204474
APOA5,0.298204474
FBXL4,0.298204474
PDHA1,0.298204474
HTR1B,0.298204474
MTTP,0.297998116
PROP1,0.297998116
GRIK2,0.297998116
NOTCH1,0.297998116
NCS1,0.297998116
GREM1,0.297998116
RHOBTB2,0.297998116
RAP1B,0.297998116
RARRES1,0.297998116
DRD4,0.297732864
PIEZO1,0.297732864
SYNGR1,0.297732864
ASTN1,0.297732864
C1QTNF5,0.297731557
MRAS,0.297731557
BBS4,0.297632601
MEN1,0.29753668
ARG1,0.29753668
PNPLA2,0.29753668
ALS2,0.29753668
TAL1,0.29753668
NAB2,0.29753668
FLRT3,0.29753668
PTGS2,0.297263743
HSP90B1,0.297263743
CHST6,0.296808421
CHSY1,0.296715248
HPCA,0.296715248
TBC1D1,0.296715248
S100A6,0.296715248
NAGS,0.29671429
GARS,0.296604399
KLF6,0.296524124
DNAL4,0.296524124
NSD1,0.296439563
HOGA1,0.296396197
IBGC1,0.296396197
LATS2,0.296396197
POU6F2,0.296381391
PEX14,0.296311653
PFN1,0.296167392
IL21R,0.296151836
SPG38,0.296151836
GRXCR1,0.296151836
NQO2,0.296151836
MARK1,0.296151836
SFTPD,0.296151836
PRDX1,0.296151836
ND4,0.296109891
KNG1,0.296015089
TPP1,0.295869572
KCNH2,0.295869572
VPS37A,0.295869572
BAX,0.295869572
FABP2,0.295869572
FOXJ1,0.295869572
HSPA1B,0.295622723
GAS8,0.295622723
TOPORS,0.295439572
SRY,0.295164845
HAMP,0.29507327
TCN2,0.294868281
PDGFRB,0.294702182
IL2RB,0.294702182
CSMD3,0.294702182
FAM134A,0.294624353
PBCRA1,0.294609998
PEX3,0.294519031
CBL,0.294319634
DNAH11,0.294319634
TCIRG1,0.294319634
TSLP,0.294319634
PDLIM5,0.294319634
CSNK1D,0.294319634
MIR203A,0.294319634
PF4,0.294319634
MAFB,0.294303391
SEMA3B,0.294303391
SLC26A2,0.294259691
IFT80,0.294259691
TTC12,0.294259691
SHANK3,0.294249089
MNX1,0.294221312
MAP2K1,0.294221312
COL27A1,0.294221312
ASNS,0.294221312
CD68,0.294221312
PTGS1,0.293974362
MCL1,0.293974362
RPL21,0.293974362
CACNA2D2,0.293974362
RAB3GAP1,0.293882787
GK,0.293882787
SORT1,0.293882787
FOXD3,0.293882787
XIAP,0.293791211
DYNC1I1,0.293791211
SNAP25,0.29360806
TTC37,0.29360806
IBSP,0.293516485
BMP7,0.293516485
RARRES2,0.293516485
RIN1,0.293516485
COX1,0.293516485
WNT1,0.293516485
PARN,0.293420381
HMGA1,0.293420381
EBF1,0.293420381
CUL4B,0.293038352
KMT2A,0.293038352
IER3IP1,0.293038352
IFIT1,0.293038352
AVSD1,0.293038352
SULT1E1,0.293038352
LACE1,0.293038352
RPS19,0.292977416
LPAR4,0.292977416
LIFR,0.292748269
PTRHD1,0.292748269
LITAF,0.292432576
ADORA2A,0.292432576
DPYSL2,0.292432576
TRNE,0.292432576
FANCG,0.292162526
GPX4,0.292162526
ICAM2,0.292162526
DLD,0.291854406
NT5C2,0.291854406
FGFR2,0.291463042
SPG11,0.291463042
FGD4,0.291463042
ALG6,0.291463042
RAX,0.291463042
IL31,0.291463042
CFL1,0.291463042
SLC13A5,0.291463042
LAMA1,0.291463042
14-Sep,0.291463042
DDU,0.291463042
COL7A1,0.29104162
CCL11,0.29104162
STC2,0.29104162
IQSEC2,0.290820592
METTL23,0.290820592
XPA,0.290796103
EKD2,0.290796103
ITPK1,0.290796103
SERBP1,0.290796103
EVC2,0.29046083
GNAT1,0.29046083
XBP1,0.29046083
C5orf42,0.290137363
GTF2E2,0.290137363
ATIC,0.290018321
IDS,0.290018321
GJB2,0.289996638
MYBPC3,0.289996638
RAB39B,0.289996638
MAGEA1,0.289996638
TAC1,0.289996638
CPS1,0.289847513
GABRD,0.289847513
TUFM,0.289709879
ITPKC,0.289709879
TRNL2,0.289709879
TRPA1,0.289345138
SNRPN,0.289345138
CD24,0.289345138
JAG1,0.289262293
HSF4,0.289262293
TFG,0.289262293
MPDZ,0.289262293
KRT18,0.289262293
TNFRSF21,0.289262293
RAP1A,0.289262293
SLEN2,0.289262293
GCAT,0.289262293
PDHX,0.28900927
FTH1,0.28900927
SFRP5,0.28900927
NLGN2,0.28900927
TMEM165,0.288974727
ND3,0.288974727
ITLN1,0.288974727
RB1,0.288626651
FLVCR1,0.288626651
NEB,0.288626651
FHL2,0.288626651
GAK,0.288626651
CEP290,0.288318027
THOC6,0.288318027
KIF21B,0.288318027
PRNP,0.28830401
SLC26A4,0.28830401
EYA1,0.28830401
MSH3,0.28830401
EVL,0.28830401
PEE1,0.28830401
